20670,83303,2006.07698489
20670,76101,1233.43919696
20670,74446,1054.13239487
20670,35252,3692.16493077
20670,07054,208.001145084
20670,12212,335.735892109
20670,67504,1165.83398921
20670,26531,207.524240825
20670,99214,2135.40861934
20670,18501,216.490319634
20670,54402,819.38436684
20670,27420,240.481632973
20670,68138,1064.16501491
20670,94557,2463.05701465
20670,85063,2015.4556075
20670,34477,709.010030017
20670,99252,2141.94399296
20670,76503,1284.26504749
20670,30301,543.923588722
20670,74402,1059.80142796
20670,49314,581.701818705
20670,55460,982.155167129
20670,20177,84.9140186282
20670,67402,1142.69526468
20670,55473,1006.80125393
20670,81502,1725.69902737
20670,92093,2304.67251851
20670,32402,770.24666158
20670,46401,620.168273102
20670,59604,1885.11489165
20670,27216,229.604381152
20670,94244,2414.2523269
20670,35201,667.214800218
20670,48106,475.124024137
20670,85001,2011.21967956
20670,49003,554.73621261
20670,50301,937.09920895
20670,35444,699.180310922
20670,38113,788.182472514
20670,43218,368.191233095
20670,73301,1335.17178262
20670,49204,501.510005749
20670,32503,818.580468703
20670,14546,335.651714244
20670,43325,380.013577784
20670,12201,332.18031497
20670,38813,5064.79706374
20670,77403,3879.7963663
20670,25802,261.857700235
20670,32007,659.298030055
20670,17105,138.515993528
20670,13201,328.985989266
20670,65205,861.336056063
20670,44341,4620.83933234
20670,24739,249.300768067
20670,97339,2431.01720174
20670,72765,983.308072518
20670,76702,1263.00075217
20670,47724,603.133561895
20670,99212,2138.20376201
20670,75033,1195.1080839
20670,98035,2367.69626624
96860,14453,4755.95638626
96860,83303,2895.80632429
96860,76101,3762.3624976
96860,74446,3862.90921997
96860,35252,7425.15726604
96860,07054,4939.88158536
96860,12212,4943.31071079
96860,67504,3715.22503898
96860,26531,4672.24044041
96860,99214,2892.10425149
96860,18501,4867.05349625
96860,54402,4147.48420324
96860,27420,4722.40100847
96860,68138,3812.47258607
96860,94557,2410.55459686
96860,85063,2904.47685194
96860,34477,4688.06200109
96860,99252,2886.69554645
96860,76503,3771.15915092
96860,30301,4495.53878655
96860,74402,3868.33653431
96860,49314,4337.99812604
96860,55460,3964.28967453
96860,20177,4800.21302167
96860,67402,3732.83421069
96860,55473,3932.04619536
96860,81502,3147.06307729
96860,92093,2608.85905085
96860,32402,4467.34428061
96860,46401,4268.7942654
96860,59604,3095.12698565
96860,27216,4739.97741891
96860,94244,2462.30153243
96860,35201,4361.46338183
96860,48106,4445.73442631
96860,85001,2909.9288468
96860,49003,4354.45069486
96860,50301,3943.97041043
96860,35444,4333.61672811
96860,38113,4160.32172983
96860,43218,4508.86004604
96860,73301,3752.90222157
96860,49204,4413.98217368
96860,32503,4372.36827486
96860,14546,4740.62220338
96860,43325,4506.69353462
96860,12201,4945.03431771
96860,38813,7457.90679565
96860,77403,7469.16506668
96860,25802,4624.78314227
96860,32007,4708.15490358
96860,17105,4821.00596064
96860,13201,4820.82053522
96860,65205,4013.93785665
96860,44341,7414.06368274
96860,24739,4646.29785614
96860,97339,2539.51693227
96860,72765,3928.41353673
96860,76702,3777.61074065
96860,47724,4279.77516709
96860,99212,2889.73290071
96860,75033,3789.02278548
96860,98035,2676.46353097
28547,14453,577.499443483
28547,83303,2059.96225426
28547,76101,1154.48330651
28547,74446,1016.76379714
28547,35252,3886.2997194
28547,07054,458.303538405
28547,12212,589.14765159
28547,67504,1166.89109458
28547,26531,370.031597934
28547,99214,2231.52258558
28547,18501,472.945682205
28547,54402,963.141202623
28547,27420,169.235465995
28547,68138,1115.90238425
28547,94557,2482.31261577
28547,85063,1984.85934278
28547,34477,470.532610566
28547,99252,2238.1202673
28547,76503,1183.91480766
28547,30301,407.24767805
28547,74402,1014.12032634
28547,49314,721.379002168
28547,55460,1102.28201514
28547,20177,309.691333963
28547,67402,1156.02491444
28547,55473,1121.00454859
28547,81502,1744.05953688
28547,92093,2279.59047555
28547,32402,575.883472577
28547,46401,722.913207308
28547,59604,1976.2081841
28547,27216,153.504683846
28547,94244,2439.92110389
28547,35201,546.547130209
28547,48106,630.700065668
28547,85001,1979.97027293
28547,49003,688.636470468
28547,50301,1003.74464823
28547,35444,578.44392215
28547,38113,723.225144212
28547,43218,480.766769149
28547,73301,1226.1846633
28547,49204,648.531744435
28547,32503,643.464370503
28547,14546,579.941097758
28547,43325,512.915492098
28547,12201,585.369498918
28547,38813,5293.71543972
28547,77403,4078.92325136
28547,25802,304.400901966
28547,32007,419.97902402
28547,17105,388.545216883
28547,13201,583.530688484
28547,65205,882.06322116
28547,44341,4843.59316581
28547,24739,275.541659994
28547,97339,2502.91123313
28547,72765,949.955596737
28547,76702,1167.12153403
28547,47724,613.825855526
28547,99212,2234.32989956
28547,75033,1120.31966205
28547,98035,2460.15621885
23518,14453,425.91300626
23518,83303,2052.1193694
23518,76101,1229.37986434
23518,74446,1064.50738926
23518,35252,3739.53507513
23518,07054,289.247348368
23518,12212,420.439225626
23518,67504,1190.85062354
23518,26531,272.750556824
23518,99214,2195.35901446
23518,18501,308.722680063
23518,54402,890.337025248
23518,27420,207.454722205
23518,68138,1106.32370189
23518,94557,2498.06270715
23518,85063,2031.96656491
23518,34477,634.789850031
23518,99252,2201.92319838
23518,76503,1272.23293736
23518,30301,510.061388586
23518,74402,1067.15393433
23518,49314,649.228303348
23518,55460,1046.57427042
23518,20177,169.708984403
23518,67402,1171.93736854
23518,55473,1069.45199944
23518,81502,1758.99367322
23518,92093,2323.71678664
23518,32402,716.976496673
23518,46401,675.656464715
23518,59604,1943.0758205
23518,27216,191.958186829
23518,94244,2451.40076379
23518,35201,641.988728376
23518,48106,546.47960215
23518,85001,2027.48328908
23518,49003,619.958301774
23518,50301,983.498591884
23518,35444,674.444033738
23518,38113,785.768984249
23518,43218,421.458648482
23518,73301,1319.98740684
23518,49204,570.385703788
23518,32503,773.762883509
23518,14546,430.682709769
23518,43325,441.273635624
23518,12201,416.603013759
23518,38813,5131.16349391
23518,77403,3929.7401058
23518,25802,280.016135021
23518,32007,584.440273918
23518,17105,233.713892962
23518,13201,423.235732816
23518,65205,891.033306958
23518,44341,4683.56998458
23518,24739,258.946103258
23518,97339,2483.6304303
23518,72765,994.610479063
23518,76702,1252.6021173
23518,47724,625.436232268
23518,99212,2198.16193875
23518,75033,1192.42683899
23518,98035,2426.80111027
32212,14453,914.217510223
32212,83303,1997.45107478
32212,76101,938.050165768
32212,74446,880.396050941
32212,35252,4277.24522045
32212,07054,841.360359884
32212,12212,967.832359517
32212,67504,1073.73625286
32212,26531,657.006706996
32212,99214,2231.08983615
32212,18501,840.493931286
32212,54402,1109.38327653
32212,27420,419.387526469
32212,68138,1106.37864865
32212,94557,2355.0256421
32212,85063,1797.65418545
32212,34477,75.9033177661
32212,99252,2237.60266635
32212,76503,932.384608982
32212,30301,292.277129759
32212,74402,864.884434157
32212,49314,895.115239134
32212,55460,1198.72431618
32212,20177,658.711702927
32212,67402,1083.00446816
32212,55473,1206.60708056
32212,81502,1638.98621321
32212,92093,2092.21119134
32212,32402,238.22123007
32212,46401,846.897707292
32212,59604,1975.71168084
32212,27216,421.594297215
32212,94244,2323.26699314
32212,35201,377.697231667
32212,48106,841.469355172
32212,85001,1791.97398861
32212,49003,860.763093063
32212,50301,1030.10288674
32212,35444,395.899178896
32212,38113,595.069535554
32212,43218,681.062325589
32212,73301,958.877667535
32212,49204,845.194592831
32212,32503,330.934461576
32212,14546,912.107716686
32212,43325,725.269970771
32212,12201,964.462979606
32212,38813,5690.5529329
32212,77403,4471.63979481
32212,25802,523.702545098
32212,32007,29.8880373436
32212,17105,745.119489405
32212,13201,937.638116366
32212,65205,856.91949286
32212,44341,5240.89332158
32212,24739,501.939365811
32212,97339,2456.3984795
32212,72765,829.19371325
32212,76702,923.638821356
32212,47724,638.18031721
32212,99212,2233.83749882
32212,75033,913.426803428
32212,98035,2447.79732597
85309,14453,1986.6704655
85309,83303,633.223625663
85309,76101,871.474057465
85309,74446,980.164407248
