73501,067906213,1449.289
65473,067906213,1047.254
99011,067906213,2190.426
86015,067906213,2122.519
76113,067906213,1464.014
99505,067906213,3319.212
90740,067906213,2486.943
89115,067906213,2258.973
98134,067906213,2407.308
58220,067906213,1280.774
92145,067906213,2457.922
39501,067906213,1188.324
94952,067906213,2600.667
80912,067906213,1668.635
36362,067906213,1002.458
21702,067906213,278.437
65336,067906213,1094.655
93245,067906213,2503.19
99619,067906213,3477.909
28303,067906213,562.555
20755,067906213,267.54
21001,067906213,227.659
90245,067906213,2498.995
92311,067906213,2393.317
80840,067906213,1671.135
79916,067906213,1952.078
67908,067906213,Zip code "67908" not found.
98315,067906213,2423.08
36260,067906213,903.547
54656,067906213,904.766
80916,067906213,1667.046
39335,067906213,1059.249
22211,067906213,290.936
13602,067906213,204.366
29152,067906213,673.914
92135,067906213,2474.868
72199,067906213,1142.06
79606,067906213,1601.007
99744,067906213,3263.549
29445,067906213,715.986
71602,067906213,5.79
90720,067906213,72.29
83648,067906213,43.17
21226,067906213,44.82
92118,067906213,98.15
93437,067906213,77.38
82005,067906213,67.84
96734,067906213,35.12
89406,067906213,98.68
32403,067906213,92.35
98201,067906213,39.27
93042,067906213,71.38
40120,067906213,80.22
99807,067906213,60.77
46914,067906213,48.45
57706,067906213,97.25
92058,067906213,87.15
27531,067906213,50.49
23505,067906213,71.08
37388,067906213,82.04
32542,067906213,86.23
72916,067906213,89.6
98438,067906213,6.54
92136,067906213,66.58
22214,067906213,40.36
28540,067906213,43.06
17013,067906213,59.45
92278,067906213,2.09
88103,067906213,20.75
85756,067906213,25.1
60088,067906213,88.54
30069,067906213,39.87
85613,067906213,86.93
78257,067906213,64.86
66027,067906213,57.34
29404,067906213,15.61
32407,067906213,8.58
71459,067906213,18.27
78150,067906213,27.76
93944,067906213,38.17
71037,067906213,39.82
29207,067906213,51.87
23604,067906213,35.55
31905,067906213,98.54
23665,067906213,36.04
73145,067906213,28.03
92140,067906213,14.66
31704,067906213,49.77
72099,067906213,44.78
23801,067906213,45.24
85369,067906213,43.05
93517,067906213,64.37
93405,067906213,50.96
78418,067906213,98.34
20032,067906213,22.86
99731,067906213,57.9
75501,067906213,39.32
62225,067906213,59.15
93555,067906213,71.48
72903,067906213,11.07
36608,067906213,25.35
93928,067906213,16.19
95901,067906213,58.1
23460,067906213,65.94
66442,067906213,80.11
96858,067906213,50.33
99686,067906213,49.18
67210,067906213,71.93
36109,067906213,81.71
95828,067906213,69.92
98278,067906213,28.89
92310,067906213,95.97
98312,067906213,69.35
31548,067906213,82.58
68005,067906213,14.06
20889,067906213,81.69
28307,067906213,73.2
20003,067906213,76.49
88330,067906213,64.89
38053,067906213,38.13
22060,067906213,39.15
73705,067906213,60.05
93524,067906213,83.2
80903,067906213,70.72
96786,067906213,50.62
31313,067906213,40.51
78843,067906213,39.72
93035,067906213,60.4
80011,067906213,33.65
31699,067906213,40.48
32544,067906213,30.34
58704,067906213,76.43
80906,067906213,86.83
73523,067906213,46.42
80913,067906213,47.78
78236,067906213,80.24
70037,067906213,26.78
11209,067906213,2.03
32570,067906213,40.85
89018,067906213,71.44
32228,067906213,8.64
32925,067906213,89.35
31409,067906213,13.9
99705,067906213,35.65
31098,067906213,66.86
20670,35814,36.79
96860,35814,72.26
28547,35814,79.8
23518,35814,94.36
32212,35814,21.94
85309,35814,85.38
32508,35814,67.49
23459,35814,61.27
33608,35814,23.07
76544,35814,72.66
23454,35814,94.13
29904,35814,87.43
42223,35814,54.57
93943,35814,95.22
28533,35814,73.28
99703,35814,5.69
76311,35814,80.97
12866,35814,87.77
22134,35814,19.81
92243,35814,97.78
96818,35814,69.43
87117,35814,85.78
84022,35814,30.16
98448,35814,95.66
78234,35814,97.25
33040,35814,72.04
29905,35814,20.62
59401,35814,31.76
45324,35814,83.32
20762,35814,27.32
39705,35814,99.4
58204,35814,51.34
39530,35814,67.16
19901,35814,70.43
85365,35814,60.03
94535,35814,69.02
92518,35814,32.41
30905,35814,86.09
84056,35814,99.15
35808,35814,18.07
73501,35814,75.35
65473,35814,17.11
99011,35814,73.31
86015,35814,3.24
76113,35814,88.4
99505,35814,79.81
90740,35814,83.28
89115,35814,35.22
98134,35814,92.98
92016,35814,5.93
58220,35814,14.62
92145,35814,31.66
39501,35814,52.27
94952,35814,98.68
80912,35814,75.09
36362,35814,56
21702,35814,16.71
65336,35814,89.99
93245,35814,49.77
99619,35814,94.88
28303,35814,55.81
20755,35814,52.02
21001,35814,41.59
90245,35814,51.84
92311,35814,81.22
80840,35814,59.93
79916,35814,74.02
67908,35814,70.23
98315,35814,56.27
36260,35814,33.69
